Data,Est.class,Peak,AR,Dimming
2013-8-14,C4,17:10,AR1817,18
2013-8-14,C1,17:56,AR1817,8
2013-8-14,C1,23:00,AR1817,15
2013-8-15,C1,18:00,AR1818,17
2013-8-15,C3,22:20,AR1817,8
2013-8-16,C2,13:20,AR1818,9
2013-8-17,M3,18:24,AR1818,15
2013-8-17,M1,19:48,AR1818,95
2013-8-18,C1,11:40,,15
2013-8-19,C2,09:22,,7
2013-8-20,C1,08:04,AR1828,8
2013-8-21,C2,07:50,AR1828,24
2013-8-22,C1,05:14,,11
2013-8-22,C1,22:08,AR1828,21
2013-8-30,C9,03:00,AR1836,121
2013-8-31,C2,17:44,AR1836,19
2013-9-1,C1,14:22,AR1834,10
2013-9-3,C2,17:58,AR1834,18
2013-9-4,C3,04:30,AR1837,23
2013-9-4,C2,05:54,AR1837,27
2013-9-4,C2,09:00,AR1837,23
2013-9-5,C1,19:56,AR1836,5
2013-9-5,C1,22:16,AR1837,13
2013-9-18,C4,03:18,,26
2013-9-19,C2,08:26,,18
2013-9-20,C1,10:04,AR1850,17
2013-9-20,C2,11:56,AR1850,27
2013-9-20,C2,13:04,AR1850,27
2013-9-20,C1,17:00,AR1850,12
2013-9-21,C2,09:24,AR1850,9
2013-9-29,C2,05:30,AR1850,16
2013-10-3,C2,20:28,AR1856,26
2013-10-4,C3,03:46,AR1856,28
2013-10-7,C7,04:20,AR1856,24
2013-10-7,C3,15:52,AR1856,14
2013-10-9,C2,01:44,AR1856,17
2013-10-9,M5,01:56,AR1865,34
2013-10-9,C1,06:18,AR1864,6
2013-10-11,C2,00:48,AR1861,65
2013-10-11,C4,04:12,AR1861,36
2013-10-11,M1,07:44,,51
2013-10-11,C4,09:36,AR1861,36
2013-10-11,C2,11:00,AR1861,28
2013-10-11,C5,12:30,AR1865,35
2013-10-11,C4,15:02,AR1861,35
2013-10-11,C1,16:00,AR1865,14
2013-10-11,C1,18:06,AR1861,14
2013-10-11,C2,20:16,AR1861,27
2013-10-11,C5,23:16,AR1861,60
2013-10-12,C2,02:02,AR1861,8
2013-10-12,C5,03:52,AR1861,58
2013-10-12,C1,06:30,AR1861,7
2013-10-12,C1,08:18,AR1861,5
2013-10-12,C2,08:54,AR1861,7
2013-10-12,C1,12:18,AR1861,25
2013-10-12,C2,22:20,AR1861,12
2013-10-13,M2,00:56,AR1865,60
2013-10-14,C8,13:18,AR1865,39
2013-10-14,C3,22:02,,39
2013-10-14,C6,23:10,AR1861,44
2013-10-15,C1,01:48,AR1861,15
2013-10-15,C1,03:46,AR1865,13
2013-10-15,C8,05:28,AR1865,25
2013-10-15,M2,08:40,AR1865,61
2013-10-15,C1,10:36,AR1865,9
2013-10-15,C5,16:00,AR1865,67
2013-10-15,C2,20:56,AR1865,27
2013-10-15,C8,23:38,AR1865,10
2013-10-15,C4,23:58,AR1865,14
2013-10-16,C3,04:00,,25
2013-10-16,C4,05:42,,23
2013-10-16,C2,09:22,AR1861,23
2013-10-16,C5,14:38,AR1865,13
2013-10-16,C2,15:26,AR1870,19
2013-10-17,C4,03:34,AR1861,31
2013-10-17,C4,10:36,AR1861,91
2013-10-17,C4,12:06,AR1861,28
2013-10-17,C2,12:50,AR1861,31
2013-10-17,M1,15:52,AR1861,56
2013-10-18,C2,01:04,,4
2013-10-18,C1,03:10,,6
2013-10-18,C2,05:10,,7
2013-10-18,C1,07:30,,3
2013-10-18,C1,08:34,,10
2013-10-18,C6,10:44,AR1861,35
2013-10-18,C1,10:56,,3
2013-10-18,C7,15:40,AR1861,39
2013-10-18,C1,17:48,,14
2013-10-19,C1,01:24,,31
2013-10-19,C2,09:44,,17
2013-10-19,C1,20:24,,32
2013-10-19,C1,23:38,,15
2013-10-20,C3,08:42,AR1868,14
2013-10-20,C1,18:50,AR1873,12
2013-10-21,C1,07:16,AR1875,7
2013-10-21,C1,08:16,AR1875,5
2013-10-21,C2,16:14,AR1875,29
2013-10-21,C1,21:06,AR1875,20
2013-10-21,C2,23:12,AR1875,28
2013-10-22,C7,00:26,AR1875,22
2013-10-22,C4,04:24,AR1875,40
2013-10-22,C1,04:44,AR1875,10
2013-10-22,C1,11:20,AR1875,13
2013-10-22,M1,15:28,AR1875,33
2013-10-22,C2,18:40,AR1875,16
2013-10-22,M3,21:22,AR1875,7
2013-10-23,C3,06:08,AR1875,40
2013-10-23,C4,11:20,AR1875,6
2013-10-23,C2,17:20,AR1875,49
2013-10-23,C1,19:36,AR1875,8
2013-10-23,M2,20:56,AR1875,46
2013-10-23,C4,22:30,AR1875,27
2013-10-23,M2,23:46,AR1875,13
2013-10-24,M2,00:12,AR1875,40
2013-10-24,X1,00:34,AR1877,18
2013-10-24,C2,00:56,,27
2013-10-24,C1,03:46,AR1875,6
2013-10-24,C5,06:00,AR1875,57
2013-10-24,M4,10:34,AR1875,51
2013-10-24,C3,10:46,AR1877,24
2013-10-24,C1,13:10,AR1875,4
2013-10-24,C1,16:24,AR1875,5
2013-10-24,C1,19:40,AR1875,8
2013-10-24,C1,20:16,,33
2013-10-24,C2,21:18,AR1875,14
2013-10-24,C3,22:14,AR1875,11
2013-10-24,C1,23:32,AR1877,7
2013-10-25,C1,01:04,AR1882,11
2013-10-25,M3,03:10,AR1882,36
2013-10-25,C4,06:28,AR1875,23
2013-10-25,C2,07:06,AR1875,14
2013-10-25,M6,08:06,AR1882,55
2013-10-25,C1,09:02,AR1875,6
2013-10-25,M1,10:22,AR1882,48
2013-10-25,C1,13:40,AR1875,7
2013-10-25,C6,14:42,AR1882,12
2013-10-25,X2,15:10,AR1882,64
2013-10-25,C1,16:58,AR1879,7
2013-10-25,C1,17:06,,15
2013-10-25,M1,17:20,AR1882,34
2013-10-25,M2,19:22,AR1882,35
2013-10-25,M2,21:16,AR1882,44
2013-10-25,C1,23:00,AR1875,8
2013-10-25,C2,23:34,AR1882,20
2013-10-26,C1,00:56,AR1882,20
2013-10-26,C3,02:54,AR1875,13
2013-10-26,C2,03:54,AR1882,52
2013-10-26,M2,06:28,AR1882,47
2013-10-26,C1,06:52,AR1875,21
2013-10-26,C3,08:56,AR1877,10
2013-10-26,C9,09:28,AR1875,7
2013-10-26,M1,09:40,AR1882,46
2013-10-26,M2,11:28,AR1882,68
2013-10-26,C1,15:52,,5
2013-10-26,C2,17:14,AR1877,7
2013-10-26,C6,17:38,AR1882,39
2013-10-26,C2,19:20,AR1877,6
2013-10-26,M5,19:30,,18
2013-10-26,C9,20:00,AR1882,32
2013-10-26,C3,22:38,,10
2013-10-27,C1,00:46,AR1875,15
2013-10-27,C3,03:36,AR1875,15
2013-10-27,C2,09:42,AR1875,24
2013-10-27,C4,12:46,AR1875,30
2013-10-27,M5,12:52,AR1884,18
2013-10-27,C1,13:24,AR1877,11
2013-10-27,C2,13:54,,24
2013-10-27,C1,16:02,AR1875,18
2013-10-27,C1,16:02,AR1882,23
2013-10-27,C8,17:56,AR1875,48
2013-10-27,C1,18:52,,19
2013-10-28,C6,02:00,AR1882,38
2013-10-28,M8,02:08,AR1875,42
2013-10-28,C3,03:04,AR1882,20
2013-10-28,M7,04:44,AR1875,25
2013-10-28,M1,05:00,AR1877,45
2013-10-28,C2,09:24,AR1875,9
2013-10-28,C6,11:56,AR1882,36
2013-10-28,C6,12:44,AR1877,49
2013-10-28,M3,14:08,AR1875,12
2013-10-28,C2,14:34,AR1875,9
2013-10-28,M7,15:20,AR1882,54
2013-10-28,M1,16:12,,73
2013-10-28,C1,20:24,AR1882,15
2013-10-28,M2,21:02,AR1875,12
2013-10-29,C2,03:14,,9
2013-10-29,C1,03:42,,14
2013-10-29,C2,04:40,,14
2013-10-29,C1,07:06,AR1882,14
2013-10-29,C2,10:10,,36
2013-10-29,C2,15:38,,14
2013-10-29,C1,18:34,,6
2013-10-29,X1,22:02,,46
2013-10-31,M2,13:56,,45
2013-10-31,C1,21:42,AR1879,15
2013-11-1,C6,00:12,AR1884,46
2013-11-1,C1,06:18,,14
2013-11-1,C2,10:10,AR1884,17
2013-11-1,X1,19:56,AR1884,82
2013-11-2,C8,04:48,AR1885,8
2013-11-2,C4,13:10,AR1884,31
2013-11-2,C2,21:34,AR1884,18
2013-11-2,M1,22:24,AR1884,12
2013-11-2,C6,22:42,AR1884,6
2013-11-3,M6,05:24,AR1884,19
2013-11-3,C1,06:00,AR1884,13
2013-11-3,C8,16:48,AR1890,32
2013-11-4,C3,05:50,AR1884,16
2013-11-4,C2,11:30,AR1890,24
2013-11-4,C2,11:54,AR1884,9
2013-11-4,C1,23:48,AR1890,7
2013-11-5,M5,08:20,AR1890,5
2013-11-5,C2,09:20,AR1885,7
2013-11-5,C8,12:00,AR1890,6
2013-11-5,C1,17:16,AR1890,6
2013-11-5,C5,18:16,AR1890,9
2013-11-5,C2,18:30,AR1890,8
2013-11-5,C3,21:20,AR1890,14
2013-11-5,X2,22:14,AR1890,12
2013-11-6,C2,01:28,AR1890,7
2013-11-6,C3,01:54,AR1890,5
2013-11-6,C5,02:42,AR1890,44
2013-11-6,C1,08:40,AR1889,12
2013-11-6,C8,08:56,AR1890,8
2013-11-6,C3,10:00,AR1890,12
2013-11-6,C2,12:38,AR1890,12
2013-11-6,M5,13:52,AR1890,10
2013-11-6,C3,17:36,AR1889,11
2013-11-6,C2,21:28,AR1890,9
2013-11-6,M1,00:10,,73
2013-11-7,C2,02:00,AR1890,11
2013-11-7,C2,02:12,AR1891,18
2013-11-7,M4,03:42,AR1890,8
2013-11-7,C3,08:24,AR1891,12
2013-11-7,C1,10:56,AR1890,4
2013-11-7,C3,12:32,AR1890,8
2013-11-7,M3,14:30,AR1890,10
2013-11-7,C5,16:26,AR1890,12
2013-11-8,C4,02:42,AR1891,19
2013-11-8,X1,04:28,AR1890,10
2013-11-8,C1,08:14,AR1891,23
2013-11-8,M4,09:30,AR1891,47
2013-11-9,C2,06:42,AR1890,16
2013-11-9,C2,23:06,,9
2013-11-10,C2,03:48,,13
2013-11-10,C1,05:08,,14
2013-11-10,M7,05:18,AR1890,16
2013-11-10,C2,09:34,AR1890,16
2013-11-10,C2,12:54,AR1890,9
2013-11-11,C4,00:34,AR1890,8
2013-11-11,C1,00:38,AR1893,12
2013-11-11,C4,00:50,AR1890,6
2013-11-11,C1,10:10,AR1890,3
2013-11-11,M2,11:20,,50
2013-11-11,C2,17:04,AR1890,5
2013-11-11,C3,21:54,AR1895,17
2013-11-12,C3,19:46,AR1897,16
2013-11-12,C2,21:16,AR1890,8
2013-11-12,C1,21:42,AR1890,3
2013-11-12,C8,23:14,AR1897,39
2013-11-13,C1,03:14,AR1897,13
2013-11-13,C4,04:00,AR1890,9
2013-11-13,C1,04:44,AR1890,4
2013-11-13,C1,09:16,AR1890,5
2013-11-13,C1,10:38,AR1890,5
2013-11-13,C2,12:10,AR1897,15
2013-11-13,C1,13:20,AR1890,6
2013-11-13,M1,15:40,AR1897,49
2013-11-13,C3,18:00,AR1890,15
2013-11-13,C4,20:52,AR1897,31
2013-11-13,C2,23:10,AR1899,11
2013-11-14,C2,01:42,AR1897,29
2013-11-14,C2,06:50,AR1899,6
2013-11-14,C3,08:04,AR1897,19
2013-11-14,C2,12:52,AR1899,17
2013-11-14,C2,23:26,AR1899,7
2013-11-15,C7,02:34,AR1899,10
2013-11-15,C3,04:04,,8
2013-11-15,C2,11:36,AR1897,8
2013-11-15,C2,20:14,AR1893,11
2013-11-16,C1,02:06,AR1897,5
2013-11-16,C4,02:50,,17
2013-11-16,M1,04:56,AR1900,8
2013-11-16,C1,05:38,AR1897,5
2013-11-16,C2,06:04,AR1893,4
2013-11-16,C3,06:34,,33
2013-11-16,C3,06:40,AR1900,7
2013-11-16,C8,07:52,AR1900,15
2013-11-16,C3,08:30,AR1897,23
2013-11-16,C2,13:52,AR1900,27
2013-11-16,C2,17:14,,11
2013-11-16,C2,17:50,AR1893,8
2013-11-16,C1,19:52,AR1900,5
2013-11-16,C1,21:12,AR1897,16
2013-11-16,C1,22:50,AR1900,5
2013-11-16,C5,23:32,AR1900,10
2013-11-17,C1,00:38,AR1893,8
2013-11-17,C2,01:10,AR1900,16
2013-11-17,C1,02:20,AR1900,7
2013-11-17,C2,05:12,AR1900,15
2013-11-17,C4,08:16,AR1893,33
2013-11-17,C1,12:00,AR1900,15
2013-11-17,C3,15:14,AR1897,8
2013-11-17,C3,19:08,AR1897,9
2013-11-17,C2,20:22,AR1897,12
2013-11-18,C1,00:48,AR1893,8
2013-11-18,C1,04:18,AR1897,8
2013-11-18,C4,14:26,AR1893,41
2013-11-18,C2,16:02,AR1897,8
2013-11-19,X1,10:30,AR1893,75
2013-11-19,C1,18:04,AR1893,11
2013-11-20,C2,11:30,AR1897,21
2013-11-20,C3,17:24,AR1897,28
2013-11-20,C2,18:30,,11
2013-11-21,C7,11:18,,49
2013-11-22,C5,14:52,,38
2013-11-22,C1,16:26,,22
2013-11-23,M1,02:48,AR1899,32
2013-11-23,C3,03:42,AR1899,25
2013-11-23,C1,04:44,AR1899,9
2013-11-23,C1,06:08,AR1899,11
2013-11-23,C1,09:06,AR1899,11
2013-11-23,C3,10:34,AR1899,22
2013-11-23,C7,12:32,AR1899,18
2013-11-23,M1,13:00,AR1899,19
2013-11-23,C2,16:02,AR1899,12
2013-11-23,C3,17:56,AR1899,33
2013-11-24,C3,02:40,AR1904,22
2013-11-24,C1,07:12,AR1904,12
2013-11-24,C3,07:54,AR1904,19
2013-11-24,C3,09:46,AR1904,30
2013-11-24,C3,15:44,,57
2013-11-29,C2,10:08,AR1907,5
2013-12-1,C1,22:08,,7
2013-12-2,C2,14:46,AR1907,7
2013-12-4,C6,01:02,,39
2013-12-4,C6,05:10,AR1913,36
2013-12-4,C6,20:46,,33
2013-12-5,C1,06:44,AR1916,5
2013-12-5,C4,12:02,,28
2013-12-5,C4,15:10,,22
2013-12-5,C4,17:48,AR1909,14
2013-12-6,C1,06:50,AR1909,6
2013-12-6,C1,21:14,,16
2013-12-6,C3,00:02,,31
2013-12-7,C1,04:40,AR1916,8
2013-12-7,M1,07:36,AR1909,52
2013-12-7,C2,17:48,,24
2013-12-8,C1,10:16,,11
2013-12-9,C1,03:38,,11
2013-12-9,C2,11:36,AR1917,25
2013-12-11,C1,20:52,AR1916,10
2013-12-11,C1,23:12,AR1917,11
2013-12-12,C1,03:36,,10
2013-12-12,C1,03:48,AR1912,21
2013-12-12,C2,07:12,,22
2013-12-12,C2,16:48,AR1917,9
2013-12-12,C4,22:16,AR1921,14
2013-12-13,C1,01:40,AR1917,4
2013-12-13,C4,03:20,AR1917,17
2013-12-14,C2,11:30,AR1917,13
2013-12-14,C1,15:40,AR1917,10
2013-12-15,C4,09:14,,3
2013-12-16,C3,03:42,AR1917,20
2013-12-17,C1,21:36,AR1917,7
2013-12-18,C1,06:34,AR1917,12
2013-12-19,C1,07:22,AR1930,8
2013-12-19,M4,23:24,,43
2013-12-20,C1,09:54,,12
2013-12-20,M2,12:02,,30
2013-12-20,C1,13:50,,15
2013-12-20,C5,15:36,AR1928,46
2013-12-20,C4,16:34,AR1928,15
2013-12-20,C1,19:00,AR1928,10
2013-12-20,C1,21:20,AR1928,13
2013-12-21,C2,00:16,AR1928,12
2013-12-21,C2,03:06,AR1928,8
2013-12-21,C8,10:54,AR1928,27
2013-12-21,C2,17:10,AR1928,25
2013-12-21,C5,19:30,AR1928,41
2013-12-21,C2,20:08,AR1928,10
2013-12-21,C4,22:28,AR1928,36
2013-12-21,C1,23:38,AR1928,24
2013-12-22,C1,02:02,AR1928,30
2013-12-22,C6,04:50,AR1928,106
2013-12-22,M2,08:38,AR1928,93
2013-12-22,C3,09:48,AR1934,48
2013-12-22,C2,10:04,AR1928,16
2013-12-22,C3,11:30,AR1928,18
2013-12-22,C4,12:46,AR1928,23
2013-12-22,C1,13:50,AR1928,14
2013-12-22,M1,14:42,AR1934,52
2013-12-22,M3,15:16,AR1928,103
2013-12-22,C7,19:12,AR1928,30
2013-12-22,C4,20:40,AR1928,30
2013-12-22,M2,22:12,AR1928,42
2013-12-22,M1,22:52,AR1928,35
2013-12-22,C4,00:04,AR1928,32
2013-12-23,C6,00:06,,5
2013-12-23,C4,01:50,AR1928,61
2013-12-23,C3,06:34,AR1928,45
2013-12-23,C1,08:12,,17
2013-12-23,C9,09:08,AR1928,52
2013-12-23,C7,15:54,AR1928,9
2013-12-23,C6,17:30,,20
2013-12-23,C1,17:48,AR1928,7
2013-12-23,C2,19:22,AR1928,14
2013-12-24,C1,15:56,,17
2013-12-24,C1,17:06,AR1936,26
2013-12-25,C1,06:50,,13
2013-12-25,C1,16:36,AR1936,8
2013-12-26,C2,07:06,AR1931,10
2013-12-27,C2,12:12,AR1936,5
2013-12-28,C2,12:48,AR1936,12
2013-12-28,C2,13:18,AR1934,13
2013-12-28,M2,18:04,AR1936,12
2013-12-29,C1,00:20,AR1936,3
2013-12-29,C2,05:54,AR1936,9
2013-12-29,M2,07:58,AR1936,14
2013-12-29,C2,09:04,AR1936,11
2013-12-29,C1,11:54,AR1936,6
2013-12-29,C4,14:48,AR1936,8
2013-12-29,C1,16:44,AR1936,7
2013-12-29,C4,19:32,AR1936,9
2013-12-29,C4,22:36,AR1936,11
2013-12-30,C1,15:20,AR1936,18
2013-12-30,C1,17:02,AR1936,23
2013-12-31,C3,02:44,AR1936,14
2013-12-31,C1,07:44,,8
2013-12-31,C7,12:32,,76
2013-12-31,C3,19:02,AR1936,7
2013-12-31,M5,22:04,AR1936,45
2014-1-1,C2,00:48,,27
2014-1-1,C1,01:36,AR1938,9
2014-1-1,C2,07:28,AR1940,7
2014-1-1,C5,16:04,,52
2014-1-1,X1,18:54,AR1936,114
2014-1-1,C1,20:44,,9
2014-1-1,C5,23:46,,70
2014-1-2,C9,03:32,,70
2014-1-2,C2,04:32,,7
2014-1-2,C2,07:50,AR1944,5
2014-1-2,C2,10:22,AR1936,19
2014-1-2,C7,12:28,AR1944,72
2014-1-2,C1,20:40,AR1944,16
2014-1-2,C2,21:48,AR1944,5
2014-1-2,M1,22:20,AR1944,32
2014-1-3,C2,04:04,AR1944,31
2014-1-3,C1,07:08,AR1944,17
2014-1-3,C1,08:20,AR1944,27
2014-1-3,C2,10:44,AR1944,22
2014-1-3,C6,12:54,AR1944,9
2014-1-3,C4,15:38,AR1944,42
2014-1-3,C2,18:38,AR1938,31
2014-1-3,C6,21:16,AR1944,20
2014-1-4,C3,02:46,AR1944,25
2014-1-4,C2,06:46,AR1944,20
2014-1-4,C1,08:16,AR1936,9
2014-1-4,C8,10:30,AR1944,24
2014-1-4,C4,11:30,AR1944,42
2014-1-4,C2,12:58,,11
2014-1-4,C5,15:42,AR1944,11
2014-1-4,C1,17:10,AR1944,13
2014-1-4,M3,20:06,AR1944,82
2014-1-4,M2,23:12,,87
2014-1-5,C1,01:48,AR1937,28
2014-1-5,C1,02:28,AR1944,12
2014-1-5,C1,08:34,AR1944,11
2014-1-5,C1,10:38,AR1937,8
2014-1-5,C5,15:28,AR1944,22
2014-1-5,C4,22:20,AR1937,40
2014-1-6,C4,00:24,AR1944,15
2014-1-6,C2,04:40,AR1937,12
2014-1-6,C3,10:02,AR1937,21
2014-1-7,C1,02:36,AR1944,7
2014-1-7,C5,03:56,AR1946,8
2014-1-7,C2,07:08,AR1946,11
2014-1-7,M3,10:46,AR1944,35
2014-1-7,C1,11:58,AR1944,9
2014-1-7,M9,18:42,AR1943,85
2014-1-7,C3,22:28,AR1944,12
2014-1-7,C3,22:40,,39
2014-1-8,C2,03:16,AR1944,12
2014-1-8,M1,03:56,,29
2014-1-8,C2,07:40,,12
2014-1-8,C8,12:10,,24
2014-1-8,C2,13:02,AR1944,5
2014-1-8,C2,16:56,AR1944,18
2014-1-11,C2,08:38,AR1944,3
2014-1-11,C5,13:20,AR1944,21
2014-1-12,C4,00:08,AR1944,14
2014-1-12,C2,02:10,AR1944,8
2014-1-13,C5,21:54,AR1944,4
2014-1-16,C2,16:10,,25
2014-1-16,C4,21:50,,31
2014-1-17,C2,02:34,AR1953,30
2014-1-17,C2,04:28,,38
2014-1-17,C1,08:40,,14
2014-1-17,C2,09:36,,29
2014-1-17,C8,20:14,,57
2014-1-18,C1,03:32,,15
2014-1-18,C1,05:48,,9
2014-1-18,C5,10:42,,27
2014-1-18,C6,12:08,,24
2014-1-18,C2,19:44,,26
2014-1-19,C2,07:14,AR1960,27
2014-1-20,C3,02:38,AR1959,31
2014-1-20,C2,06:48,AR1959,24
2014-1-22,C1,19:06,AR1955,10
2014-1-26,C2,06:34,,26
2014-1-26,C5,10:16,AR1960,9
2014-1-26,C1,18:44,,23
2014-1-27,M1,02:16,,64
2014-1-27,C2,04:20,,24
2014-1-27,C5,08:30,,43
2014-1-27,C2,09:16,,23
2014-1-27,C2,11:18,,10
2014-1-27,C1,12:02,,28
2014-1-27,C1,15:02,,15
2014-1-27,C1,16:52,,16
2014-1-27,C5,19:30,,33
2014-1-27,C6,20:58,,40
2014-1-27,M2,22:14,,73
2014-1-28,C5,00:38,,18
2014-1-28,C1,02:26,AR1967,12
2014-1-28,C8,04:12,,69
2014-1-28,C9,05:30,AR1967,17
2014-1-28,C1,06:54,AR1967,7
2014-1-28,M1,07:34,AR1967,8
2014-1-28,M1,11:40,AR1967,57
2014-1-28,M1,12:50,,55
2014-1-28,M1,15:28,AR1967,43
2014-1-28,C3,16:46,,70
2014-1-28,C2,16:52,AR1968,10
2014-1-28,M3,19:40,AR1967,29
2014-1-28,C7,20:42,,33
2014-1-28,M2,22:48,AR1967,72
2014-1-29,C3,00:52,AR1960,9
2014-1-29,C1,00:52,AR1967,22
2014-1-29,C3,03:20,AR1968,19
2014-1-29,C6,04:36,AR1967,68
2014-1-29,C3,07:22,AR1967,38
2014-1-29,C3,14:56,AR1967,13
2014-1-29,C2,20:42,AR1967,42
2014-1-30,M2,07:00,AR1967,43
2014-1-30,C6,08:40,AR1967,50
2014-1-30,C1,10:04,AR1967,19
2014-1-30,C2,11:14,AR1967,38
2014-1-30,M5,16:22,AR1967,64
2014-1-30,C4,23:12,AR1967,31
2014-1-31,C3,05:16,AR1967,39
2014-1-31,C1,07:46,AR1967,15
2014-1-31,C2,10:52,AR1967,11
2014-1-31,M1,15:48,AR1968,46
2014-1-31,C2,20:28,AR1967,29
2014-1-31,C2,21:48,AR1967,39
2014-2-1,C5,00:22,AR1967,37
2014-2-1,C5,01:46,AR1967,48
2014-2-1,C1,04:28,AR1967,26
2014-2-1,M1,07:26,AR1967,96
2014-2-1,C2,12:36,AR1967,8
2014-2-1,C2,14:02,AR1967,29
2014-2-1,C1,18:18,AR1967,8
2014-2-1,C2,20:50,AR1967,14
2014-2-1,C1,23:00,AR1968,5
2014-2-2,C4,01:20,AR1968,11
2014-2-2,C2,03:12,AR1967,17
2014-2-2,C1,04:18,AR1967,27
2014-2-2,M1,06:36,AR1968,17
2014-2-2,C3,06:38,AR1967,56
2014-2-2,C2,07:30,,13
2014-2-2,C8,08:28,AR1967,63
2014-2-2,C2,09:16,AR1968,52
2014-2-2,M2,09:34,AR1967,36
2014-2-2,C3,11:52,AR1967,26
2014-2-2,C7,14:08,AR1968,7
2014-2-2,C3,14:24,AR1968,16
2014-2-2,C2,14:40,AR1967,9
2014-2-2,C5,16:30,AR1968,23
2014-2-2,M1,18:18,AR1967,35
2014-2-2,C1,18:36,AR1968,5
2014-2-2,C2,20:08,AR1968,7
2014-2-2,C9,22:12,AR1967,88
2014-2-2,C2,22:22,AR1968,6
2014-2-3,C2,00:44,AR1968,3
2014-2-3,C2,05:20,AR1967,38
2014-2-3,C2,05:48,AR1968,15
2014-2-3,C4,09:06,AR1967,145
2014-2-3,C2,13:10,AR1967,65
2014-2-3,C2,18:04,AR1967,12
2014-2-3,C4,19:46,AR1967,64
2014-2-3,C2,21:42,AR1967,34
2014-2-3,C2,22:44,AR1967,13
2014-2-4,M2,01:26,AR1967,71
2014-2-4,C8,03:36,AR1967,32
2014-2-4,M2,04:06,AR1967,33
2014-2-4,C1,06:40,AR1968,8
2014-2-4,C2,08:06,AR1967,33
2014-2-4,C5,09:54,AR1967,63
2014-2-4,C2,13:22,,7
2014-2-4,M1,16:42,AR1967,214
2014-2-4,C2,18:52,AR1967,62
2014-2-4,C1,20:56,AR1968,18
2014-2-4,C1,21:36,AR1967,27
2014-2-4,C6,22:56,AR1968,45
2014-2-4,C2,23:38,AR1968,12
2014-2-5,C2,06:02,AR1967,30
2014-2-5,C1,07:50,AR1968,10
2014-2-5,C2,09:48,AR1968,22
2014-2-5,C2,10:24,AR1968,3
2014-2-5,C1,11:28,AR1967,9
2014-2-5,C2,12:52,AR1968,4
2014-2-5,C8,16:42,AR1967,31
2014-2-5,C6,18:52,AR1967,41
2014-2-5,C3,20:14,AR1967,33
2014-2-5,C1,20:38,AR1967,1
2014-2-5,C1,21:22,AR1967,19
2014-2-5,C1,22:58,AR1967,13
2014-2-6,C2,00:22,AR1967,16
2014-2-6,C3,00:42,AR1968,18
2014-2-6,C4,04:40,AR1968,27
2014-2-6,C1,11:58,AR1967,7
2014-2-6,C4,14:48,AR1972,13
2014-2-6,M1,23:08,AR1967,37
2014-2-7,C3,00:24,AR1967,35
2014-2-7,C1,01:44,AR1967,37
2014-2-7,M2,05:04,AR1967,90
2014-2-7,C1,10:08,AR1967,6
2014-2-7,M1,10:30,AR1968,9
2014-2-7,C2,14:54,AR1967,19
2014-2-8,C2,00:44,AR1968,18
2014-2-8,C2,12:34,AR1967,5
2014-2-8,C3,18:36,AR1967,8
2014-2-9,C1,03:16,AR1967,22
2014-2-9,C1,05:22,AR1975,10
2014-2-9,C9,16:30,,75
2014-2-9,C2,20:38,,14
2014-2-9,C4,23:36,,34
2014-2-10,C2,05:20,AR1974,18
2014-2-10,C1,13:18,AR1974,8
2014-2-10,C1,16:56,,10
2014-2-11,C1,00:50,AR1974,31
2014-2-11,M2,03:34,AR1974,40
2014-2-11,C2,11:54,AR1974,30
2014-2-11,C7,14:04,AR1974,61
2014-2-11,M1,17:02,AR1974,63
2014-2-11,C4,17:46,AR1974,24
2014-2-11,C2,20:10,AR1974,31
2014-2-11,C4,22:18,AR1974,30
2014-2-11,C4,00:04,AR1974,50
2014-2-12,C3,01:00,AR1974,67
2014-2-12,M4,04:30,AR1974,85
2014-2-12,M2,07:00,AR1974,52
2014-2-12,C3,08:30,AR1974,11
2014-2-12,C1,11:50,AR1974,37
2014-2-12,C3,12:36,AR1971,9
2014-2-12,C3,12:50,AR1973,32
2014-2-12,M1,16:14,AR1974,10
2014-2-12,C4,20:00,AR1974,27
2014-2-12,C5,21:34,AR1974,27
2014-2-12,C4,23:24,AR1974,53
2014-2-13,M1,01:52,AR1974,120
2014-2-13,C4,04:08,AR1974,36
2014-2-13,C7,06:12,AR1974,53
2014-2-13,C5,08:14,AR1974,54
2014-2-13,C7,10:42,AR1974,74
2014-2-13,C3,11:24,AR1974,31
2014-2-13,C3,14:02,AR1974,89
2014-2-13,C8,16:08,AR1974,59
2014-2-13,C5,19:58,AR1974,71
2014-2-13,C1,21:40,AR1974,16
2014-2-14,M2,03:10,AR1974,40
2014-2-14,C3,04:32,AR1974,19
2014-2-14,C2,06:50,AR1974,20
2014-2-14,C2,07:40,AR1974,15
2014-2-14,C4,10:52,AR1974,35
2014-2-14,C9,12:44,AR1974,13
2014-2-14,C7,13:42,AR1974,24
2014-2-14,C6,16:40,AR1974,30
2014-2-14,C2,17:00,AR1971,7
2014-2-14,C4,17:40,AR1974,25
2014-2-15,C1,02:10,AR1974,8
2014-2-16,C2,02:58,,27
2014-2-16,M2,09:28,AR1977,7
2014-2-16,C2,14:02,AR1977,10
2014-2-16,C1,19:26,AR1977,4
2014-2-17,C3,03:14,AR1977,17
2014-2-17,C2,08:16,,13
2014-2-17,C1,09:46,,11
