Data,Est.class,Peak,AR,Dimming
2014-10-22,C4,18:32,AR2192,26
2014-10-22,C5,21:22,,19
2014-10-23,C1,04:44,AR2192,13
2014-10-23,C5,09:58,AR2192,13
2014-10-23,C2,15:52,AR2192,21
2014-10-23,C2,18:10,AR2192,16
2014-10-23,C2,19:18,AR2192,4
2014-10-24,C2,02:46,AR2192,15
2014-10-24,M2,07:52,AR2192,13
2014-10-24,C2,15:34,AR2192,43
2014-10-24,X1,22:04,AR2192,111
2014-10-25,C3,04:16,AR2192,7
2014-10-25,C4,08:44,AR2192,55
2014-10-25,C1,09:54,AR2192,10
2014-10-25,C1,15:08,AR2192,12
2014-10-25,M6,18:22,AR2192,139
2014-10-25,C3,20:26,AR2192,11
2014-10-25,C4,23:34,AR2192,15
2014-10-26,C1,02:10,AR2192,44
2014-10-26,C1,05:56,AR2192,7
2014-10-26,C3,06:26,AR2192,11
2014-10-26,X1,11:22,AR2192,90
2014-10-26,C3,13:18,AR2192,25
2014-10-26,C2,16:00,AR2192,33
2014-10-26,C3,16:22,AR2193,9
2014-10-26,M1,18:22,AR2192,49
2014-10-26,C6,18:56,AR2192,38
2014-10-26,M1,20:44,AR2192,52
2014-10-26,C4,22:10,AR2192,52
2014-10-26,C4,23:38,AR2192,16
2014-10-27,M3,00:42,AR2192,51
2014-10-27,C8,02:06,AR2192,39
2014-10-27,C7,03:46,AR2192,37
2014-10-27,M4,10:26,AR2192,266
2014-10-27,M7,15:22,AR2192,84
2014-10-27,M1,17:44,AR2192,34
2014-10-27,C2,21:34,AR2192,23
2014-10-27,C2,23:12,AR2192,62
2014-10-28,M3,03:42,AR2192,117
2014-10-28,C1,06:12,AR2192,6
2014-10-28,C2,08:26,AR2192,8
2014-10-28,C1,09:40,AR2192,52
2014-10-28,C1,11:10,AR2192,5
2014-10-28,C9,14:14,AR2192,168
2014-10-28,C1,00:04,AR2192,26
2014-10-29,C4,04:08,AR2192,53
2014-10-29,C2,05:34,AR2192,17
2014-10-29,C8,08:26,,115
2014-10-29,C7,10:04,AR2192,14
2014-10-29,C2,10:30,AR2192,25
2014-10-29,C4,11:40,,8
2014-10-29,C1,12:22,AR2192,10
2014-10-29,C9,14:36,,88
2014-10-29,C5,16:26,,68
2014-10-29,C5,18:52,,18
2014-10-29,C2,19:02,AR2192,7
2014-10-29,C5,19:50,,27
2014-10-29,C9,21:26,,32
2014-10-29,C7,00:40,,80
2014-10-30,M1,01:46,,56
2014-10-30,C8,04:34,,40
2014-10-30,C1,05:50,,4
2014-10-30,C1,10:36,,8
2014-10-30,C2,12:50,,18
2014-10-30,C7,13:14,,12
2014-10-30,C1,14:06,,7
2014-10-30,C5,15:46,,46
2014-10-30,C2,18:00,,5
2014-10-30,C2,21:32,,17
2014-10-30,C4,23:04,,9
2014-10-31,C4,01:44,,34
2014-10-31,C1,08:26,AR2201,8
2014-11-1,C2,10:24,AR2201,10
2014-11-2,C3,17:04,AR2201,6
2014-11-2,C5,21:18,,46
2014-11-3,C4,03:54,AR2201,10
2014-11-3,M3,12:06,,67
2014-11-3,C2,12:34,AR2201,9
2014-11-3,C2,21:10,,15
2014-11-3,M7,22:44,,56
2014-11-4,C3,04:20,,15
2014-11-4,M2,09:20,,116
2014-11-5,M8,09:52,AR2205,41
2014-11-5,M2,19:52,AR2205,124
2014-11-5,C1,22:46,,16
2014-11-6,C2,00:54,AR2205,10
2014-11-6,M4,01:42,AR2205,64
2014-11-6,M4,03:58,AR2205,102
2014-11-6,C1,11:24,AR2205,13
2014-11-6,C3,14:26,AR2205,12
2014-11-6,M2,22:40,AR2205,34
2014-11-6,C7,23:36,AR2205,24
2014-11-7,C2,00:04,AR2205,11
2014-11-7,M3,03:00,AR2205,65
2014-11-7,M1,04:32,AR2205,78
2014-11-7,C6,05:04,,75
2014-11-7,C7,10:28,AR2205,37
2014-11-7,C2,12:08,AR2205,4
2014-11-7,C1,14:00,AR2205,2
2014-11-7,C1,14:02,AR2205,5
2014-11-7,C7,15:26,AR2205,37
2014-11-7,X2,17:28,AR2205,160
2014-11-8,C3,15:46,AR2205,31
2014-11-8,C2,16:04,,10
2014-11-8,C5,18:12,AR2205,27
2014-11-8,C1,19:02,AR2201,8
2014-11-9,C2,03:14,AR2205,15
2014-11-9,C1,05:40,,9
2014-11-9,C3,07:24,AR2205,10
2014-11-9,C2,12:26,AR2205,13
2014-11-9,C3,13:44,AR2205,13
2014-11-9,M1,15:36,AR2205,17
2014-11-9,C1,22:16,AR2205,9
2014-11-9,C1,23:04,AR2205,8
2014-11-10,C4,02:24,AR2205,10
2014-11-10,C3,12:48,AR2205,20
2014-11-10,C2,23:34,AR2205,8
2014-11-11,C3,00:04,AR2205,10
2014-11-11,C1,06:38,AR2205,7
2014-11-11,C4,11:24,AR2205,10
2014-11-11,C1,14:12,AR2208,12
2014-11-11,C6,17:20,AR2205,11
2014-11-12,C4,03:24,AR2205,19
2014-11-12,C3,10:42,AR2205,29
2014-11-12,C4,10:56,AR2208,21
2014-11-13,C2,05:54,AR2208,21
2014-11-13,C8,06:12,,13
2014-11-13,C1,15:38,AR2205,12
2014-11-14,C1,02:40,AR2205,8
2014-11-14,C3,06:06,AR2208,15
2014-11-14,C6,07:50,,9
2014-11-14,C2,14:56,AR2205,26
2014-11-14,C2,20:16,AR2208,9
2014-11-15,M4,12:08,AR2209,28
2014-11-15,M4,20:48,,15
2014-11-16,C3,07:54,AR2209,21
2014-11-16,C1,10:08,AR2209,7
2014-11-16,C2,16:52,AR2209,15
2014-11-16,M8,17:52,AR2209,26
2014-11-16,C1,22:10,AR2209,5
2014-11-17,C4,09:14,,25
2014-11-19,C2,19:06,AR2209,6
2014-11-20,C5,06:52,,36
2014-11-20,C1,20:02,AR2209,9
2014-11-22,C2,00:40,,22
2014-11-22,C5,01:04,AR2209,10
2014-11-22,C2,03:44,AR2209,9
2014-11-22,C2,06:06,AR2209,11
2014-11-22,C2,17:16,AR2209,7
2014-11-23,C2,04:32,,42
2014-11-23,C1,05:42,AR2209,8
2014-11-23,C2,06:38,,35
2014-11-23,C2,09:04,,13
2014-11-23,C3,11:28,,46
2014-11-23,C1,16:18,,9
2014-11-23,C1,18:08,AR2216,6
2014-11-23,C2,19:30,,59
2014-11-26,C3,06:22,AR2217,12
2014-11-26,C1,15:52,,29
2014-11-26,C1,18:12,,42
2014-11-26,C1,22:28,,26
2014-11-27,C8,00:50,AR2222,33
2014-11-27,C4,04:54,AR2222,30
2014-11-27,C4,07:06,AR2222,84
2014-11-27,C4,10:26,AR2222,65
2014-11-27,C4,11:04,AR2222,31
2014-11-27,C1,12:10,AR2220,9
2014-11-27,C3,14:30,AR2222,106
2014-11-27,C1,17:46,AR2222,29
2014-11-28,C7,00:44,AR2222,24
2014-11-28,C1,04:22,AR2222,7
2014-11-28,C1,11:24,AR2222,8
2014-12-1,C3,00:52,AR2216,26
2014-12-1,C1,05:20,AR2217,6
2014-12-1,M1,06:56,AR2222,48
2014-12-2,C5,08:08,AR2217,9
2014-12-2,C1,13:56,AR2226,11
2014-12-2,C1,13:58,,19
2014-12-2,C5,16:20,AR2222,40
2014-12-2,C2,17:34,,14
2014-12-2,C1,17:40,AR2226,19
2014-12-2,C1,22:46,AR2222,17
2014-12-3,C2,02:36,AR2217,4
2014-12-3,C2,09:40,AR2222,31
2014-12-3,C3,13:30,AR2222,19
2014-12-3,C1,16:02,AR2222,9
2014-12-4,C9,08:22,AR2222,26
2014-12-4,C3,09:08,AR2222,12
2014-12-4,M3,19:08,AR2222,96
2014-12-5,C2,05:40,AR2222,8
2014-12-5,C1,06:12,AR2226,11
2014-12-5,C1,10:32,AR2222,8
2014-12-5,M1,12:40,AR2222,50
2014-12-5,C2,23:54,AR2222,17
2014-12-6,C2,01:58,AR2222,16
2014-12-6,C2,12:54,AR2222,26
2014-12-6,C3,13:54,AR2222,14
2014-12-7,C2,01:42,AR2222,12
2014-12-8,C1,00:42,AR2222,7
2014-12-9,C1,03:34,AR2230,25
2014-12-9,C6,08:44,AR2230,22
2014-12-9,C5,10:30,AR2230,34
2014-12-9,C2,12:46,AR2230,19
2014-12-9,C2,13:54,AR2230,12
2014-12-9,C3,15:32,AR2230,29
2014-12-9,C1,17:20,AR2230,7
2014-12-9,C3,18:54,AR2230,19
2014-12-10,C4,19:46,,54
2014-12-11,C2,09:00,AR2234,22
2014-12-12,C2,14:42,AR2234,3
2014-12-12,C1,23:16,,14
2014-12-13,C2,00:16,AR2237,7
2014-12-13,C1,03:18,,33
2014-12-13,M1,05:24,,29
2014-12-13,C3,06:06,AR2227,11
2014-12-13,C1,07:22,,26
2014-12-13,C2,09:04,,24
2014-12-13,C3,10:14,AR2227,9
2014-12-13,C2,11:12,,34
2014-12-13,C4,13:22,,20
2014-12-13,C3,14:48,AR2227,10
2014-12-13,C3,15:14,,30
2014-12-13,C3,21:58,AR2227,13
2014-12-13,C1,22:06,,21
2014-12-14,C1,01:34,,8
2014-12-14,C1,02:26,,26
2014-12-14,M1,04:36,,39
2014-12-14,C2,05:56,AR2227,9
2014-12-14,M1,08:34,AR2237,21
2014-12-14,C1,13:00,AR2237,7
2014-12-14,C2,13:42,,11
2014-12-14,C1,18:30,,13
2014-12-14,M2,19:34,AR2237,12
2014-12-14,C4,19:54,AR2237,12
2014-12-14,C2,20:18,AR2237,10
2014-12-14,C2,22:12,AR2237,27
2014-12-14,C2,23:40,,19
2014-12-15,C7,01:42,AR2237,15
2014-12-15,C3,02:24,,17
2014-12-15,C5,21:22,AR2237,10
2014-12-16,C4,02:38,AR2242,26
2014-12-16,C2,04:52,AR2242,8
2014-12-16,C1,06:14,AR2242,5
2014-12-16,C3,08:32,AR2241,22
2014-12-16,C3,10:28,AR2242,15
2014-12-16,C2,11:10,AR2242,1
2014-12-16,C3,11:42,AR2242,9
2014-12-16,C2,17:12,AR2241,13
2014-12-16,C3,19:16,AR2241,17
2014-12-17,C1,01:02,AR2241,8
2014-12-17,C8,01:18,AR2242,22
2014-12-17,C4,01:44,AR2242,9
2014-12-17,C6,01:54,AR2241,54
2014-12-17,M4,05:20,AR2242,75
2014-12-17,C5,15:04,AR2242,18
2014-12-17,C5,16:16,AR2241,24
2014-12-17,M1,19:30,AR2241,36
2014-12-17,C4,21:34,AR2242,37
2014-12-17,C1,22:52,AR2242,7
2014-12-18,C3,02:42,AR2241,21
2014-12-18,C2,07:58,AR2242,25
2014-12-18,C3,09:14,AR2242,46
2014-12-18,C1,10:32,AR2241,6
2014-12-18,C1,12:18,AR2242,7
2014-12-18,C4,12:58,AR2242,16
2014-12-18,C4,16:30,AR2242,31
2014-12-18,C5,16:58,AR2242,24
2014-12-18,C5,19:50,AR2241,18
2014-12-18,M9,22:06,AR2241,94
2014-12-19,C2,02:18,AR2242,16
2014-12-19,C2,03:46,AR2242,13
2014-12-19,C9,09:50,AR2237,20
2014-12-19,C1,13:54,AR2242,4
2014-12-19,C2,16:36,AR2242,15
2014-12-19,C8,18:58,AR2242,43
2014-12-20,M7,00:30,AR2242,134
2014-12-20,C1,15:10,AR2242,6
2014-12-20,C3,20:40,AR2242,26
2014-12-20,C1,21:46,AR2237,5
2014-12-21,C2,00:36,AR2242,22
2014-12-21,C4,03:00,AR2242,27
2014-12-21,C3,05:06,AR2242,20
2014-12-21,C8,07:52,AR2242,33
2014-12-21,C9,12:32,AR2241,86
2014-12-21,C2,13:02,AR2242,26
2014-12-21,C3,16:56,AR2242,27
2014-12-21,C3,17:56,AR2242,29
2014-12-21,C2,20:10,AR2242,33
2014-12-22,C9,01:58,AR2242,24
2014-12-22,C7,05:20,AR2242,40
2014-12-22,C5,11:24,AR2242,22
2014-12-22,C3,22:32,AR2242,23
2014-12-23,C1,21:46,,16
2014-12-23,C3,23:14,,35
2014-12-24,C2,02:40,AR2241,11
2014-12-25,C2,12:18,AR2248,16
2014-12-26,C1,08:32,AR2249,9
2014-12-26,C1,11:28,AR2249,8
2014-12-26,C3,15:24,AR2249,16
2014-12-26,C5,18:14,AR2249,38
2014-12-27,M2,02:22,AR2249,33
2014-12-27,C2,06:16,AR2249,17
2014-12-28,C1,10:18,AR2248,16
2014-12-28,C2,13:48,AR2248,16
2014-12-28,C3,18:06,AR2248,14
2014-12-29,C2,10:56,AR2248,12
2014-12-30,C3,06:52,AR2251,23
2014-12-30,C2,18:18,,15
2014-12-31,C1,06:52,AR2253,13
2015-1-1,C1,05:14,AR2253,33
2015-1-1,C2,07:38,AR2253,11
2015-1-3,C3,06:20,AR2253,15
2015-1-3,C1,06:52,AR2253,6
2015-1-3,C1,07:18,AR2253,11
2015-1-3,C2,09:48,AR2253,5
2015-1-4,C9,15:40,AR2253,53
2015-1-5,C2,08:24,AR2253,8
2015-1-5,C1,15:18,,21
2015-1-5,C5,18:04,AR2253,27
2015-1-5,C3,22:16,AR2253,12
2015-1-5,C3,23:30,,26
2015-1-6,C4,06:08,AR2253,37
2015-1-6,C3,11:52,,16
2015-1-7,C2,11:54,AR2253,21
2015-1-8,C2,04:36,AR2253,6
2015-1-8,C1,15:54,AR2258,6
2015-1-9,C2,05:56,AR2259,8
2015-1-9,C8,08:32,AR2257,23
2015-1-9,C1,22:38,AR2257,8
2015-1-10,C2,11:50,AR2257,26
2015-1-11,C2,03:06,AR2257,22
2015-1-11,C3,05:54,,37
2015-1-11,C2,09:44,AR2257,39
2015-1-12,C1,02:28,AR2257,13
2015-1-12,C5,04:34,AR2260,11
2015-1-12,C2,07:52,AR2255,17
2015-1-12,C3,12:58,AR2260,16
2015-1-12,C4,14:54,AR2255,41
2015-1-12,C3,22:38,AR2257,22
2015-1-13,M8,05:20,,87
2015-1-14,C1,00:30,,14
2015-1-14,C4,02:40,,14
2015-1-14,C7,03:52,,36
2015-1-14,C5,05:04,,29
2015-1-14,C2,06:54,,13
2015-1-14,C2,08:50,,13
2015-1-14,C4,09:50,,25
2015-1-14,C1,10:46,AR2259,4
2015-1-14,M1,13:06,,36
2015-1-14,C1,18:30,,16
2015-1-19,C3,20:50,AR2266,6
2015-1-20,C2,23:34,,26
2015-1-21,C4,11:00,,26
2015-1-21,C4,12:04,,30
2015-1-21,C4,15:50,,36
2015-1-21,C3,16:56,,23
2015-1-21,C4,22:48,,28
2015-1-22,C1,02:24,,14
2015-1-22,C9,05:16,,65
2015-1-22,C1,09:02,,27
2015-1-23,C3,03:04,AR2268,39
2015-1-23,C3,16:08,AR2268,30
2015-1-24,C1,07:44,AR2268,8
2015-1-26,C1,06:38,AR2271,18
2015-1-26,M1,16:56,AR2268,14
2015-1-27,C1,07:44,,25
2015-1-27,C5,00:04,,11
2015-1-28,C2,01:10,AR2268,44
2015-1-28,C8,04:46,AR2268,28
2015-1-28,C6,05:36,AR2268,34
2015-1-28,C2,10:58,,26
2015-1-28,C2,13:14,,8
2015-1-29,C4,03:14,AR2277,33
2015-1-29,C2,04:44,AR2277,44
2015-1-29,C5,05:26,AR2268,44
2015-1-29,C1,10:00,AR2277,39
2015-1-29,M1,11:48,AR2268,36
2015-1-29,C1,12:32,,18
2015-1-29,C2,18:16,AR2277,19
2015-1-29,C3,20:00,AR2268,34
2015-1-29,C4,00:00,AR2277,18
2015-1-30,M1,00:48,AR2268,58
2015-1-30,C1,05:04,AR2268,11
2015-1-30,M1,05:38,AR2268,13
2015-1-30,M1,06:10,AR2268,48
2015-1-30,C5,07:38,AR2268,11
2015-1-30,C2,08:28,AR2276,10
2015-1-30,M2,12:20,AR2277,28
2015-1-30,C1,13:06,AR2268,10
2015-2-1,C1,04:40,AR2268,19
2015-2-1,C1,08:48,AR2275,4
2015-2-1,C2,11:44,AR2268,13
2015-2-1,C2,21:30,AR2268,12
2015-2-3,C1,09:50,AR2280,7
2015-2-4,C8,02:20,AR2277,9
2015-2-4,C1,10:08,AR2277,3
2015-2-5,C2,09:54,AR2277,9
2015-2-7,C1,10:52,AR2277,6
2015-2-7,C2,17:58,,18
2015-2-7,C1,19:44,AR2277,9
2015-2-8,C2,05:20,AR2277,8
2015-2-8,C2,11:04,AR2280,22
2015-2-8,C2,21:06,AR2280,38
2015-2-8,C1,22:28,,13
2015-2-9,C3,06:10,,19
2015-2-9,C2,19:08,AR2280,33
2015-2-9,M2,23:46,AR2282,143
2015-2-10,C3,02:04,AR2280,13
2015-2-10,C2,08:48,,18
2015-2-12,C2,02:20,AR2280,17
2015-2-18,C3,22:12,AR2282,22
2015-2-20,C2,15:40,,24
2015-2-28,C2,05:30,AR2294,15
2015-2-28,C7,09:58,AR2294,38
2015-2-28,C1,13:44,AR2290,7
2015-3-1,C4,05:18,AR2290,17
2015-3-1,C6,16:20,,44
2015-3-2,C1,03:04,,10
2015-3-2,C3,06:06,,16
2015-3-2,C1,08:50,,13
2015-3-2,C5,11:00,,113
2015-3-2,C2,13:10,,31
2015-3-2,M4,15:36,,138
2015-3-2,M1,19:36,,29
2015-3-2,C3,23:36,,33
2015-3-3,C1,00:36,,16
2015-3-3,X1,01:38,,30
2015-3-3,C6,02:34,,35
2015-3-3,C3,13:52,,24
2015-3-4,C3,10:46,AR2292,37
2015-3-5,C2,09:54,,19
2015-3-5,C2,17:28,,20
2015-3-5,C6,18:16,,24
2015-3-5,C1,19:58,,9
2015-3-6,C2,02:06,,32
2015-3-6,C1,02:42,,7
2015-3-6,M2,05:04,,62
2015-3-6,M2,08:22,,79
2015-3-6,C2,16:12,,25
2015-3-6,C1,21:16,,5
2015-3-6,C1,23:44,,8
2015-3-7,C2,14:48,,101
2015-3-7,M7,22:38,AR2297,191
2015-3-8,C2,09:30,AR2297,13
2015-3-9,C2,05:52,AR2297,13
2015-3-9,C3,10:12,AR2297,12
2015-3-9,M4,14:36,AR2297,15
2015-3-9,C5,17:46,AR2297,12
2015-3-9,C1,23:12,AR2297,7
2015-3-9,M5,00:00,AR2297,59
2015-3-10,M6,03:26,AR2297,12
2015-3-10,C4,04:28,AR2297,12
2015-3-10,C3,21:10,AR2297,15
2015-3-10,M3,00:04,AR2297,38
2015-3-11,C4,00:26,AR2297,15
2015-3-11,C2,00:56,AR2297,16
2015-3-11,C2,02:24,AR2297,26
2015-3-11,C3,05:08,AR2297,28
2015-3-11,C1,06:12,AR2297,5
2015-3-11,M2,08:02,AR2297,27
2015-3-11,C3,11:50,AR2297,41
2015-3-11,X1,16:26,AR2297,43
2015-3-11,C5,18:54,AR2297,16
2015-3-11,C5,22:24,AR2297,42
2015-3-11,C1,22:36,,10
2015-3-11,C3,23:58,AR2297,24
2015-3-12,C9,02:20,,23
2015-3-12,C4,03:38,AR2297,36
2015-3-12,M1,04:50,AR2297,19
2015-3-12,C3,05:22,AR2297,16
2015-3-12,C3,08:20,AR2297,19
2015-3-12,C3,09:24,AR2297,35
2015-3-12,M1,12:16,AR2297,35
2015-3-12,M3,14:10,AR2297,19
2015-3-12,C4,20:38,AR2297,21
2015-3-12,M2,21:56,AR2297,13
2015-3-12,C3,22:42,AR2297,32
2015-3-12,C1,23:38,AR2297,12
2015-3-13,C1,01:12,AR2297,26
2015-3-13,C8,04:12,AR2297,34
2015-3-13,M1,06:10,AR2297,14
2015-3-13,C1,11:20,AR2297,22
2015-3-13,C4,20:52,AR2297,19
2015-3-14,C1,02:00,AR2297,14
2015-3-14,M1,04:52,AR2297,26
2015-3-14,C1,08:58,AR2297,55
2015-3-14,C1,11:56,AR2297,9
2015-3-14,C3,18:46,AR2297,9
2015-3-14,C1,23:16,AR2297,4
2015-3-15,C1,00:44,AR2297,5
2015-3-15,M1,02:22,AR2297,63
2015-3-15,C6,09:46,AR2297,12
2015-3-15,C5,12:12,AR2297,39
2015-3-15,C2,13:08,AR2297,5
2015-3-15,C8,23:30,AR2297,67
2015-3-16,C1,09:58,AR2297,13
2015-3-16,M1,11:12,AR2297,38
2015-3-16,C2,13:56,AR2297,6
2015-3-16,C4,20:16,AR2297,19
2015-3-16,C7,20:56,AR2297,24
2015-3-17,M1,23:38,AR2297,35
2015-3-18,C4,04:00,AR2297,26
2015-3-18,C7,07:54,AR2302,25
2015-3-18,C4,10:38,AR2302,45
2015-3-18,C4,13:20,AR2302,27
2015-3-18,C5,16:36,AR2297,24
2015-3-18,C2,16:42,AR2302,18
2015-3-18,C3,23:04,AR2302,19
2015-3-19,C1,01:34,AR2302,21
2015-3-20,C7,01:40,,60
2015-3-22,C1,22:22,,7
2015-3-23,C5,09:18,,15
2015-3-24,C1,05:58,,7
2015-3-25,C1,01:50,AR2305,7
2015-3-25,C5,05:18,AR2305,35
2015-3-25,C3,08:30,AR2312,6
2015-3-25,C2,16:54,AR2305,17
2015-3-26,C2,00:32,AR2305,21
2015-3-26,C1,19:28,AR2305,8
2015-3-28,C1,12:32,AR2310,5
2015-3-28,C1,16:14,AR2303,10
2015-3-29,C1,13:50,,34
2015-3-29,C1,15:40,,15
2015-3-30,C5,02:10,,29
2015-3-30,C2,22:14,,15
2015-4-4,C2,23:12,AR2317,25
2015-4-5,C3,21:10,AR2320,34
2015-4-6,C1,19:06,AR2320,8
2015-4-8,M1,14:46,AR2320,27
2015-4-9,C4,06:38,AR2320,25
2015-4-9,C6,17:32,AR2320,17
2015-4-9,C5,19:04,AR2320,15
2015-4-9,C3,23:48,AR2320,11
2015-4-10,C5,08:04,AR2320,6
2015-4-10,C2,08:16,AR2320,7
2015-4-10,C3,09:58,AR2320,19
2015-4-10,C2,19:36,AR2320,12
2015-4-11,C4,02:50,,43
2015-4-11,C1,17:46,,22
2015-4-12,C2,00:30,AR2320,4
2015-4-12,C3,01:24,,9
2015-4-12,C1,08:28,AR2321,13
2015-4-12,C7,10:04,AR2321,89
2015-4-12,C8,18:10,AR2321,13
2015-4-12,C1,18:12,AR2320,11
2015-4-12,C1,21:30,AR2323,11
2015-4-12,C1,22:32,,17
2015-4-12,C3,23:34,,13
2015-4-12,C4,00:00,AR2320,29
2015-4-13,C1,02:46,AR2321,4
2015-4-13,C1,04:12,,6
2015-4-13,C1,08:26,AR2322,6
2015-4-13,C1,10:14,AR2320,5
2015-4-13,C1,11:38,AR2320,6
2015-4-13,C2,23:26,AR2321,5
2015-4-15,C4,20:26,AR2321,11
2015-4-15,C3,20:44,AR2321,20
2015-4-16,C5,09:12,AR2324,11
2015-4-16,C2,11:26,AR2321,13
2015-4-16,C2,19:16,AR2325,39
2015-4-17,C1,01:38,AR2325,18
2015-4-18,C4,14:24,AR2321,44
2015-4-18,C4,18:30,AR2321,17
2015-4-19,C2,03:32,AR2321,9
2015-4-19,C2,07:30,,20
2015-4-21,M1,07:26,,38
2015-4-21,C1,10:14,,17
2015-4-21,M2,10:52,,51
2015-4-21,M2,12:02,,11
2015-4-21,C5,12:26,,40
2015-4-21,M3,15:50,,46
2015-4-21,M1,17:12,,29
2015-4-21,C2,20:28,,15
2015-4-21,C4,21:10,AR2325,20
2015-4-21,M1,22:06,,63
2015-4-22,C1,01:20,,6
2015-4-22,C2,01:46,AR2324,7
2015-4-22,C3,02:16,,25
2015-4-22,C2,03:28,,66
2015-4-22,C6,09:18,,74
2015-4-23,C1,02:22,,13
2015-4-23,C9,10:34,,127
2015-4-23,C3,12:08,AR2321,11
2015-4-24,C1,19:30,AR2324,19
2015-5-1,C3,03:02,AR2335,16
2015-5-3,C1,06:10,AR2335,9
2015-5-3,C1,09:44,AR2335,17
2015-5-3,C1,23:50,AR2335,19
2015-5-4,C3,01:12,AR2335,21
2015-5-4,C1,10:38,,8
2015-5-4,C3,17:12,,12
2015-5-5,C1,03:04,,30
2015-5-5,C2,05:08,,39
2015-5-5,M1,09:50,,59
2015-5-5,C9,10:02,,15
2015-5-5,C4,11:48,AR2335,24
2015-5-5,C1,13:42,AR2335,15
2015-5-5,M1,13:56,,26
2015-5-5,C2,14:10,,11
2015-5-5,C7,14:28,AR2335,17
2015-5-5,C2,15:44,,21
2015-5-5,M2,17:26,AR2335,19
2015-5-5,C1,17:58,AR2335,2
2015-5-5,X2,22:14,,68
2015-5-5,C2,00:30,,35
2015-5-6,C2,02:04,AR2339,23
2015-5-6,C2,05:12,AR2339,10
2015-5-6,C3,06:46,AR2339,12
2015-5-6,M2,11:50,AR2339,82
2015-5-6,C2,20:36,AR2339,24
2015-5-6,C1,23:54,AR2337,21
2015-5-7,C1,06:36,AR2339,9
2015-5-7,C3,10:20,AR2339,24
2015-5-7,C1,15:40,AR2339,12
2015-5-7,C2,16:56,AR2339,10
2015-5-7,C4,20:06,AR2339,17
2015-5-8,C4,04:12,AR2339,12
2015-5-8,C2,09:42,AR2339,2
2015-5-9,C6,02:12,,46
2015-5-9,C2,08:22,AR2339,15
2015-5-10,C2,17:14,AR2339,8
2015-5-11,C1,18:48,AR2339,10
2015-5-12,C2,11:54,AR2345,7
2015-5-13,C1,11:12,AR2339,7
2015-5-13,C8,18:22,AR2345,34
2015-5-14,C2,14:18,AR2342,13
2015-5-14,C1,16:32,AR2339,11
2015-5-14,C4,17:56,AR2339,11
2015-5-15,C1,22:30,AR2342,7
2015-5-15,C2,23:32,AR2339,6
2015-5-19,C1,12:00,,4
2015-5-20,C1,08:16,AR2349,12
2015-5-22,C2,23:54,AR2349,7
2015-5-27,C1,21:36,,11
2015-6-4,C5,09:50,,69
2015-6-5,C2,09:44,AR2361,18
2015-6-5,C2,17:40,AR2361,21
2015-6-5,C1,18:40,AR2361,10
2015-6-6,C2,22:36,,17
2015-6-9,C5,04:00,AR2360,23
2015-6-10,C2,01:06,AR2365,24
2015-6-10,C1,01:50,AR2360,14
2015-6-10,C4,02:36,,34
2015-6-10,C3,13:22,,51
2015-6-10,C2,18:16,,14
2015-6-10,C1,20:26,,12
2015-6-11,C2,02:44,,18
2015-6-11,C4,02:50,AR2360,13
2015-6-11,C4,09:02,,37
2015-6-11,C1,09:40,,17
2015-6-11,C3,12:04,,48
2015-6-11,C8,14:40,,21
2015-6-11,C4,15:24,,12
2015-6-11,C2,17:28,,28
2015-6-11,C1,18:54,,8
2015-6-11,C2,20:26,,25
2015-6-12,C1,00:52,AR2360,7
2015-6-12,C5,02:10,AR2360,21
2015-6-12,C2,07:26,AR2367,18
2015-6-12,C1,12:00,AR2360,6
2015-6-12,C1,15:32,AR2367,12
2015-6-12,C1,15:36,AR2360,4
2015-6-12,C7,00:00,AR2360,29
2015-6-13,C3,00:38,AR2360,14
2015-6-13,C4,02:40,AR2360,49
2015-6-13,M1,07:38,AR2360,92
2015-6-13,C4,09:48,AR2360,23
2015-6-13,C1,10:32,AR2360,20
2015-6-13,C1,12:52,AR2360,29
2015-6-13,C3,14:46,AR2360,20
2015-6-13,C2,19:32,,24
2015-6-13,C1,21:28,,22
2015-6-13,C1,23:20,,7
2015-6-14,M2,01:10,,42
2015-6-14,C5,04:28,,35
2015-6-14,C1,11:18,,12
2015-6-15,C1,10:36,,11
2015-6-15,C2,21:24,,17
2015-6-16,C1,23:50,,29
2015-6-17,C2,22:54,AR2367,7
2015-6-18,C3,00:24,AR2367,5
2015-6-18,M2,01:34,,74
2015-6-18,C1,04:58,AR2371,8
2015-6-18,M2,17:54,AR2371,137
2015-6-18,C1,21:50,AR2371,7
2015-6-19,C1,01:34,AR2371,24
2015-6-19,C5,09:40,AR2371,20
2015-6-20,C1,02:42,AR2371,4
2015-6-20,C4,07:04,AR2371,34
2015-6-21,M2,03:02,AR2371,95
2015-6-21,M3,09:48,AR2367,46
2015-6-21,M1,18:24,AR2367,97
2015-6-21,C2,20:42,AR2367,56
2015-6-21,C6,22:44,AR2367,33
2015-6-22,C4,05:22,AR2367,54
2015-6-22,C1,17:28,AR2367,6
2015-6-22,M5,18:48,AR2371,108
2015-6-24,C4,15:32,AR2371,16
2015-6-25,X1,08:30,AR2371,149
2015-6-29,C2,00:40,,10
2015-6-29,C1,10:12,AR2373,7
2015-6-29,C2,14:58,,14
2015-6-29,C2,18:12,AR2373,7
